user_id,property_id,interaction_strength,label,city_match,price_similarity,price_in_budget,property_rating_norm,property_review_count_log,user_avg_rating_given,user_booked_count_norm,user_search_city_freq,booked_same_city,price_vs_booked_avg,collaborative_popularity,language_region_match
user_0,prop_24,0.5340764712019515,0,0.0,1.0,1.0,0.7,0.9412116988066711,0.9560000000000001,0.1,0.0,0.0,0.8942659254157201,0.0,0.5
user_0,prop_8,0.533783545535701,0,0.0,0.625,0.75,0.86,0.9174422399472293,0.9560000000000001,0.1,0.0,0.0,0.5589162033848252,0.0,1.0
user_0,prop_74,0.44325877519169293,0,0.0,0.6666666666666667,0.5,0.82,0.764088502509945,0.9560000000000001,0.1,0.0,0.0,0.7454904047213375,0.0,1.0
user_0,prop_29,0.3942313688522878,0,0.5,0.4444444444444444,0.0,0.9199999999999999,0.9045023319895283,0.9560000000000001,0.1,0.5,0.0,0.49699360314755836,0.0,1.0
user_0,prop_49,0.36846565025232014,0,0.5,0.22857142857142854,0.0,0.9,1.018495692287919,0.9560000000000001,0.1,0.5,0.0,0.2555967101901728,0.0,1.0
user_0,prop_18,0.3693391976578757,0,0.0,0.5333333333333333,0.0,0.96,0.9296527415680409,0.9560000000000001,0.1,0.0,0.0,0.5963923237770701,0.0,1.0
user_0,prop_64,0.16731147780336256,0,0.0,0.22857142857142854,0.0,0.82,0.9296527415680409,0.9560000000000001,0.1,0.0,0.0,0.2555967101901728,0.0,1.0
user_0,prop_54,0.26602514807565003,0,0.0,0.22857142857142854,0.0,0.64,0.9750145535549487,0.9560000000000001,0.1,0.0,0.0,0.2555967101901728,0.0,1.0
user_0,prop_14,0.8756908214028233,1,0.5,1.0,1.0,0.8,0.6697641897061287,0.9560000000000001,0.1,0.5,1.0,0.8942659254157201,0.0,0.5
user_0,prop_55,0.6213943597042518,1,0.5,0.6666666666666667,0.5,0.6,0.7220189587716063,0.9560000000000001,0.1,0.5,1.0,0.7454904047213375,0.0,0.5
user_0,prop_6,0.25232033727226805,0,0.0,0.5333333333333333,0.0,0.9800000000000001,0.8199546729298166,0.9560000000000001,0.1,0.0,0.0,0.5963923237770701,0.0,1.0
user_1,prop_73,0.3508608752188168,0,0.5,0.5357142857142857,0.0,0.9199999999999999,0.38823676709842325,0.8,0.0,0.5,0.0,0.0,0.0,1.0
user_1,prop_47,0.48401466534320603,0,0.0,1.0,1.0,0.6,0.9174422399472293,0.8,0.0,0.0,0.0,0.0,0.0,0.5
user_1,prop_70,0.5900276311814726,1,0.0,0.8333333333333334,1.0,0.64,0.714138851624206,0.8,0.0,0.0,0.0,0.0,0.05,0.5
user_1,prop_55,0.5507970393438915,1,0.0,0.8,1.0,0.6,0.7220189587716063,0.8,0.0,0.0,0.0,0.0,0.0,0.5
user_1,prop_50,0.2731580971730672,0,0.0,0.33333333333333337,0.25,0.82,0.9205599781297086,0.8,0.0,0.0,0.0,0.0,0.0,1.0
user_1,prop_22,0.709890271488828,1,0.5,0.8,1.0,0.76,0.5384272503221113,0.8,0.0,0.5,0.0,0.0,0.0,1.0
user_1,prop_7,0.41357376057234785,0,0.5,0.5357142857142857,0.0,0.54,1.0165168742852366,0.8,0.0,0.5,0.0,0.0,0.0,1.0
user_1,prop_13,0.4444762332143197,0,0.0,0.8,1.0,0.6799999999999999,0.714138851624206,0.8,0.0,0.0,0.0,0.0,0.0,0.5
user_1,prop_15,0.577835945330917,1,0.0,0.8,1.0,0.74,0.7703694949060205,0.8,0.0,0.0,0.0,0.0,0.0,1.0
user_1,prop_48,0.2834585855960876,0,0.0,0.5357142857142857,0.0,0.6,0.8871587529039013,0.8,0.0,0.0,0.0,0.0,0.0,1.0
user_1,prop_19,0.6618820627082664,1,0.0,1.0,1.0,0.82,0.8519443031609923,0.8,0.0,0.0,0.0,0.0,0.05,0.5
user_1,prop_12,0.3093764779945167,0,0.0,0.5357142857142857,0.0,0.64,0.9548438076933161,0.8,0.0,0.0,0.0,0.0,0.0,1.0
user_1,prop_20,0.4496224624670607,0,0.0,0.8,1.0,0.64,0.7509524161184398,0.8,0.0,0.0,0.0,0.0,0.05,0.5
user_1,prop_65,0.37645915460363427,0,0.5,0.33333333333333337,0.0,0.6,0.764088502509945,0.8,0.0,0.5,0.0,0.0,0.0,1.0
user_1,prop_63,0.3085745821158112,0,0.0,0.4285714285714286,0.0,0.6599999999999999,0.9912440990023085,0.8,0.0,0.0,0.0,0.0,0.0,0.5
user_1,prop_16,0.5341751975827789,0,0.0,0.6818181818181819,0.625,0.9199999999999999,0.9978439716109563,0.8,0.0,0.0,0.0,0.0,0.0,0.5
user_1,prop_49,0.2735844109422111,0,0.0,0.4285714285714286,0.0,0.9,1.018495692287919,0.8,0.0,0.0,0.0,0.0,0.0,1.0
user_1,prop_38,0.642285866967539,1,0.5,1.0,1.0,0.54,0.23804628387473534,0.8,0.0,0.5,0.0,0.0,0.0,1.0
user_1,prop_32,0.7218876412650359,1,0.5,1.0,1.0,0.52,1.0243259740371677,0.8,0.0,0.5,0.0,0.0,0.0,1.0
user_1,prop_17,0.3999548893218956,0,0.5,0.33333333333333337,0.25,0.9,0.8561517958551143,0.8,0.0,0.5,0.0,0.0,0.0,1.0
user_1,prop_36,0.5916323538820409,1,0.0,0.8333333333333334,1.0,0.7,0.9651638088320625,0.8,0.0,0.0,0.0,0.0,0.0,1.0
user_1,prop_11,0.6295664760735662,1,0.0,0.8333333333333334,1.0,1.0,1.018495692287919,0.8,0.0,0.0,0.0,0.0,0.0,0.5
user_1,prop_24,0.3287337120141693,0,0.0,0.5333333333333333,0.625,0.7,0.9412116988066711,0.8,0.0,0.0,0.0,0.0,0.0,0.5
user_1,prop_4,0.5769784812610038,1,0.0,1.0,1.0,0.72,0.7764735341968465,0.8,0.0,0.0,0.0,0.0,0.0,1.0
user_2,prop_41,0.2000886463789699,0,0.0,0.31999999999999995,0.0,0.76,0.7764735341968465,0.0,0.1,0.0,0.0,0.3460748127865454,0.0,0.5
user_2,prop_45,0.47101349472054754,0,0.0,0.8928571428571429,0.75,0.74,0.9844368669660623,0.0,0.1,0.0,0.0,0.8255853218954444,0.0,0.5
user_2,prop_9,0.1861480508661613,0,0.0,0.31999999999999995,0.0,0.78,1.0125041843241276,0.0,0.1,0.0,0.0,0.3460748127865454,0.0,0.5
user_2,prop_43,0.36523865081274787,0,0.0,0.6,0.0,0.9,1.0063422790788021,0.0,0.1,0.0,0.0,0.6488902739747726,0.0,0.5
user_2,prop_36,0.38163433711101397,0,0.0,0.72,0.0,0.7,0.9651638088320625,0.0,0.1,0.0,0.0,0.7786683287697271,0.0,0.5
user_2,prop_20,0.2539850772716463,0,0.0,0.48,0.0,0.64,0.7509524161184398,0.0,0.1,0.0,0.0,0.5191122191798181,0.05,0.5
user_2,prop_14,0.16333685724470764,0,0.0,0.31999999999999995,0.0,0.8,0.6697641897061287,0.0,0.1,0.0,0.0,0.3460748127865454,0.0,0.5
user_2,prop_65,0.2998812142370568,0,0.0,0.5555555555555556,0.0,0.6,0.764088502509945,0.0,0.1,0.0,0.0,0.5136975336238321,0.0,0.5
user_2,prop_8,0.2751483195297365,0,0.0,0.19999999999999996,0.0,0.86,0.9174422399472293,0.0,0.1,0.0,0.0,0.21629675799159087,0.0,0.5
user_2,prop_12,0.5188190055020964,0,0.0,0.8928571428571429,0.75,0.64,0.9548438076933161,0.0,0.1,0.0,0.0,0.8255853218954444,0.0,0.5
user_2,prop_34,0.2658387986724098,0,0.0,0.48,0.0,0.82,0.9236334915818913,0.0,0.1,0.0,0.0,0.5191122191798181,0.0,0.5
user_2,prop_40,0.30028827545374104,0,0.0,0.6,0.0,0.54,0.34873150258179014,0.0,0.1,0.0,0.0,0.6488902739747726,0.05,0.5
user_2,prop_13,0.27847903218334796,0,0.0,0.48,0.0,0.6799999999999999,0.714138851624206,0.0,0.1,0.0,0.0,0.5191122191798181,0.0,0.5
user_2,prop_37,0.3841255448320839,0,0.0,0.7142857142857143,0.0,0.9400000000000001,0.8798129963733905,0.0,0.1,0.0,0.0,0.6604682575163555,0.05,0.5
user_2,prop_4,0.30083784920674617,0,0.0,0.6,0.0,0.72,0.7764735341968465,0.0,0.1,0.0,0.0,0.6488902739747726,0.0,0.5
user_2,prop_44,0.5797764996564765,1,1.0,0.31999999999999995,0.0,0.54,0.8722094419952944,0.0,0.1,1.0,1.0,0.3460748127865454,0.05,0.5
user_2,prop_49,0.35632915572726376,0,0.0,0.7142857142857143,0.0,0.9,1.018495692287919,0.0,0.1,0.0,0.0,0.6604682575163555,0.0,0.5
user_2,prop_6,0.3834463742249703,0,0.0,0.6,0.0,0.9800000000000001,0.8199546729298166,0.0,0.1,0.0,0.0,0.6488902739747726,0.0,0.5
user_2,prop_30,0.283178752246616,0,0.0,0.48,0.0,0.6799999999999999,0.6596842761989657,0.0,0.1,0.0,0.0,0.5191122191798181,0.0,0.5
user_2,prop_61,0.2923295629614725,0,0.0,0.72,0.0,0.6,0.9797769225198698,0.0,0.1,0.0,0.0,0.7786683287697271,0.0,0.5
user_2,prop_58,0.3092750487063338,0,0.0,0.31999999999999995,0.0,0.8,0.9676687970244379,0.0,0.1,0.0,0.0,0.3460748127865454,0.0,0.5
user_2,prop_70,0.3686963110500974,0,0.0,0.72,0.0,0.64,0.714138851624206,0.0,0.1,0.0,0.0,0.7786683287697271,0.05,0.5
user_2,prop_59,0.41424473533651973,0,0.0,0.8928571428571429,0.75,0.5599999999999999,1.0262350530417146,0.0,0.1,0.0,0.0,0.8255853218954444,0.0,0.5
user_2,prop_71,0.27445777916352004,0,0.0,0.6,0.0,0.8400000000000001,1.018495692287919,0.0,0.1,0.0,0.0,0.6488902739747726,0.0,0.5
user_3,prop_78,0.38617456774103165,0,0.0,0.25,0.5625,0.6599999999999999,1.0300034795970785,0.0,0.2,0.0,0.0,0.4077958752320824,0.0,1.0
user_3,prop_52,0.5358111970114711,0,0.0,0.7142857142857143,1.0,0.74,0.7220189587716063,0.0,0.2,0.0,0.0,0.43789415101317797,0.0,1.0
user_3,prop_18,1.0,1,1.0,0.75,1.0,0.96,0.9296527415680409,0.0,0.2,1.0,1.0,0.8174024152245989,0.05,1.0
user_3,prop_7,0.5122191512558154,0,0.0,0.7142857142857143,1.0,0.54,1.0165168742852366,0.0,0.2,0.0,0.0,0.43789415101317797,0.0,1.0
user_3,prop_4,0.5222584733587537,0,0.0,0.75,1.0,0.72,0.7764735341968465,0.0,0.2,0.0,0.0,0.8174024152245989,0.0,1.0
user_3,prop_22,0.7932683161127219,1,1.0,0.6,1.0,0.76,0.5384272503221113,0.0,0.2,1.0,1.0,0.9787101005569978,0.0,1.0
user_3,prop_41,0.4568910046564862,0,0.0,0.4,0.75,0.76,0.7764735341968465,0.0,0.2,0.0,0.0,0.6524734003713318,0.0,0.5
user_3,prop_32,0.9605851173789272,1,1.0,0.75,1.0,0.52,1.0243259740371677,0.0,0.2,1.0,1.0,0.8174024152245989,0.0,1.0
user_3,prop_45,0.9032684000220084,1,1.0,0.7142857142857143,1.0,0.74,0.9844368669660623,0.0,0.2,1.0,1.0,0.43789415101317797,0.05,1.0
user_3,prop_40,0.48062662803586986,0,0.0,0.75,1.0,0.54,0.34873150258179014,0.0,0.2,0.0,0.0,0.8174024152245989,0.05,0.5
user_3,prop_12,0.4226857706720593,0,0.0,0.7142857142857143,1.0,0.64,0.9548438076933161,0.0,0.2,0.0,0.0,0.43789415101317797,0.0,1.0
user_3,prop_79,0.5225616584179696,0,0.0,0.9090909090909091,1.0,0.6,0.7509524161184398,0.0,0.2,0.0,0.0,0.5573198285622265,0.0,0.5
user_3,prop_11,0.6190344388604997,1,0.0,0.9,1.0,1.0,1.018495692287919,0.0,0.2,0.0,0.0,0.6811686793538324,0.0,0.5
user_3,prop_2,0.4198382525960804,0,0.0,0.7142857142857143,1.0,0.52,0.5384272503221113,0.0,0.2,0.0,0.0,0.43789415101317797,0.0,1.0
user_3,prop_42,0.5140678816448931,0,0.0,0.75,1.0,0.76,0.9821194217167522,0.0,0.2,0.0,0.0,0.8174024152245989,0.0,0.5
user_3,prop_70,0.5876604947649797,1,0.0,0.9,1.0,0.64,0.714138851624206,0.0,0.2,0.0,0.0,0.6811686793538324,0.05,0.5
user_3,prop_49,0.3762083252145248,0,0.0,0.5714285714285714,0.5625,0.9,1.018495692287919,0.0,0.2,0.0,0.0,0.3503153208105424,0.0,1.0
user_3,prop_44,0.3679292744087657,0,0.0,0.4,0.75,0.54,0.8722094419952944,0.0,0.2,0.0,0.0,0.6524734003713318,0.05,1.0
user_3,prop_56,0.45730518329483344,0,0.0,0.9090909090909091,1.0,0.52,0.9355092890383155,0.0,0.2,0.0,0.0,0.5573198285622265,0.0,1.0
user_3,prop_59,0.474486165225244,0,0.0,0.7142857142857143,1.0,0.5599999999999999,1.0262350530417146,0.0,0.2,0.0,0.0,0.43789415101317797,0.0,0.5
user_3,prop_47,0.5604247924209529,1,0.0,0.75,1.0,0.6,0.9174422399472293,0.0,0.2,0.0,0.0,0.8174024152245989,0.0,0.5
user_3,prop_33,0.4405813493575952,0,0.0,0.4,0.75,0.86,1.0084157787807557,0.0,0.2,0.0,0.0,0.6524734003713318,0.0,1.0
user_3,prop_65,0.16590435026548195,0,0.0,0.4444444444444444,0.0,0.6,0.764088502509945,0.0,0.2,0.0,0.0,0.27246747174153296,0.0,1.0
user_3,prop_34,0.5570379324187446,1,0.0,0.6,1.0,0.82,0.9236334915818913,0.0,0.2,0.0,0.0,0.9787101005569978,0.0,1.0
user_4,prop_58,0.3541121595713782,0,0.5,0.4,0.0,0.8,0.9676687970244379,0.612,0.1,0.5,0.0,0.393411886345178,0.0,0.5
user_4,prop_69,0.7317333925561257,1,0.5,0.9,1.0,0.5599999999999999,0.5718284755479183,0.612,0.1,0.5,1.0,0.8851767442766505,0.05,1.0
user_4,prop_14,0.2725285444209858,0,0.0,0.4,0.0,0.8,0.6697641897061287,0.612,0.1,0.0,0.0,0.393411886345178,0.0,0.5
user_4,prop_55,0.3064183669103458,0,0.0,0.6,0.0,0.6,0.7220189587716063,0.612,0.1,0.0,0.0,0.590117829517767,0.0,0.5
user_4,prop_28,0.6228199727952717,1,0.0,0.9,1.0,0.9800000000000001,0.9934664678721489,0.612,0.1,0.0,0.0,0.8851767442766505,0.0,1.0
user_4,prop_43,0.3457782518951334,0,0.0,0.75,0.25,0.9,1.0063422790788021,0.612,0.1,0.0,0.0,0.7376472868972088,0.0,1.0
user_4,prop_64,0.5492195015828855,0,0.5,0.5714285714285714,0.0,0.82,0.9296527415680409,0.612,0.1,0.5,1.0,0.5809977697798406,0.05,1.0
user_4,prop_56,0.7320119377512729,1,0.5,0.9090909090909091,1.0,0.52,0.9355092890383155,0.612,0.1,0.5,1.0,0.9243146337406556,0.05,1.0
user_4,prop_35,0.30917534117013135,0,0.0,0.4444444444444444,0.0,0.9400000000000001,0.8683052090642308,0.612,0.1,0.0,0.0,0.45188715427320936,0.0,1.0
user_4,prop_19,0.3811722809185482,0,0.0,0.75,0.25,0.82,0.8519443031609923,0.612,0.1,0.0,0.0,0.7376472868972088,0.05,0.5
user_4,prop_13,0.4641855288135743,0,0.5,0.6,0.0,0.6799999999999999,0.714138851624206,0.612,0.1,0.5,0.0,0.590117829517767,0.0,0.5
user_4,prop_45,0.3580303777918202,0,0.0,0.7142857142857143,0.0,0.74,0.9844368669660623,0.612,0.1,0.0,0.0,0.7262472122248008,0.05,1.0
user_4,prop_8,0.26138677504917446,0,0.0,0.25,0.0,0.86,0.9174422399472293,0.612,0.1,0.0,0.0,0.2458824289657363,0.0,1.0
user_4,prop_42,0.3401982531378449,0,0.0,0.75,0.25,0.76,0.9821194217167522,0.612,0.1,0.0,0.0,0.7376472868972088,0.0,0.5
user_4,prop_79,0.6693841329905612,1,0.5,0.9090909090909091,1.0,0.6,0.7509524161184398,0.612,0.1,0.5,0.0,0.9243146337406556,0.0,0.5
user_4,prop_51,0.3736870516307976,0,0.5,0.4,0.0,0.96,1.0165168742852366,0.612,0.1,0.5,0.0,0.393411886345178,0.0,0.5
user_4,prop_23,0.2972878757941919,0,0.5,0.4,0.0,0.58,0.6596842761989657,0.612,0.1,0.5,0.0,0.393411886345178,0.0,0.5
user_4,prop_24,0.45620611863294525,0,0.5,0.4,0.0,0.7,0.9412116988066711,0.612,0.1,0.5,0.0,0.393411886345178,0.0,0.5
user_4,prop_70,0.4818661379322904,0,0.0,0.9,1.0,0.64,0.714138851624206,0.612,0.1,0.0,0.0,0.8851767442766505,0.05,0.5
user_4,prop_22,0.20385137730759445,0,0.0,0.6,0.0,0.76,0.5384272503221113,0.612,0.1,0.0,0.0,0.590117829517767,0.0,1.0
user_4,prop_49,0.3665476440896389,0,0.0,0.5714285714285714,0.0,0.9,1.018495692287919,0.612,0.1,0.0,0.0,0.5809977697798406,0.0,1.0
user_4,prop_59,0.4026586293639686,0,0.5,0.7142857142857143,0.0,0.5599999999999999,1.0262350530417146,0.612,0.1,0.5,0.0,0.7262472122248008,0.0,0.5
user_4,prop_78,0.19423508954882207,0,0.0,0.25,0.0,0.6599999999999999,1.0300034795970785,0.612,0.1,0.0,0.0,0.2458824289657363,0.0,1.0
user_4,prop_53,0.29394285829196953,0,0.5,0.25,0.0,0.58,0.0,0.612,0.1,0.5,0.0,0.2458824289657363,0.0,0.5
user_5,prop_45,0.4897455940412283,0,0.5,0.2857142857142857,0.19999999999999996,0.74,0.9844368669660623,0.8640000000000001,0.2,0.5,0.0,0.32228733903055906,0.05,0.5
user_5,prop_56,0.4098078732990219,0,0.0,0.36363636363636365,0.6,0.52,0.9355092890383155,0.8640000000000001,0.2,0.0,0.0,0.41018388603889333,0.05,0.5
user_5,prop_30,0.7901446602890138,1,0.5,0.6666666666666667,1.0,0.6799999999999999,0.6596842761989657,0.8640000000000001,0.2,0.5,1.0,0.7520037910713044,0.0,0.5
user_5,prop_4,0.4146551065957075,0,0.0,0.5333333333333333,1.0,0.72,0.7764735341968465,0.8640000000000001,0.2,0.0,0.0,0.6016030328570436,0.0,0.5
user_5,prop_71,0.5336966688190177,0,0.0,0.5333333333333333,1.0,0.8400000000000001,1.018495692287919,0.8640000000000001,0.2,0.0,0.0,0.6016030328570436,0.0,0.5
user_5,prop_47,0.49524624047069743,0,0.0,0.5333333333333333,1.0,0.6,0.9174422399472293,0.8640000000000001,0.2,0.0,0.0,0.6016030328570436,0.0,0.5
user_5,prop_79,0.34731149658124727,0,0.0,0.36363636363636365,0.6,0.6,0.7509524161184398,0.8640000000000001,0.2,0.0,0.0,0.41018388603889333,0.0,0.5
user_5,prop_43,0.79075402973908,1,0.5,0.5333333333333333,1.0,0.9,1.0063422790788021,0.8640000000000001,0.2,0.5,1.0,0.6016030328570436,0.0,0.5
user_5,prop_75,0.19878852291539614,0,0.0,0.1777777777777778,0.0,0.86,0.9266640174205345,0.8640000000000001,0.2,0.0,0.0,0.2005343442856813,0.0,0.5
user_5,prop_25,0.23429419182440783,0,0.0,0.1777777777777778,0.0,0.9400000000000001,0.15019048322368794,0.8640000000000001,0.2,0.0,0.0,0.2005343442856813,0.0,0.5
user_5,prop_77,0.31089715348156055,0,0.0,0.36363636363636365,0.6,0.8,0.6379982859432913,0.8640000000000001,0.2,0.0,0.0,0.41018388603889333,0.0,0.5
user_5,prop_76,0.6339241132460869,1,0.0,1.0,1.0,0.9800000000000001,0.9725935332246339,0.8640000000000001,0.2,0.0,0.0,0.8865203534638215,0.05,0.5
user_5,prop_16,0.35770342781304754,0,0.0,0.36363636363636365,0.6,0.9199999999999999,0.9978439716109563,0.8640000000000001,0.2,0.0,0.0,0.41018388603889333,0.0,0.5
user_5,prop_42,0.48531119525173905,0,0.0,0.5333333333333333,1.0,0.76,0.9821194217167522,0.8640000000000001,0.2,0.0,0.0,0.6016030328570436,0.0,0.5
user_5,prop_12,0.1881137777025335,0,0.0,0.2857142857142857,0.19999999999999996,0.64,0.9548438076933161,0.8640000000000001,0.2,0.0,0.0,0.32228733903055906,0.0,0.5
user_5,prop_46,0.4498498903102556,0,0.0,0.625,1.0,0.7,0.8199546729298166,0.8640000000000001,0.2,0.0,0.0,0.5540752209148885,0.0,0.5
user_5,prop_49,0.30132670485473567,0,0.0,0.22857142857142854,0.0,0.9,1.018495692287919,0.8640000000000001,0.2,0.0,0.0,0.2578298712244472,0.0,0.5
user_5,prop_32,0.5486751528194083,0,0.5,0.5333333333333333,1.0,0.52,1.0243259740371677,0.8640000000000001,0.2,0.5,0.0,0.6016030328570436,0.0,0.5
user_5,prop_34,0.5511547795875011,1,0.0,0.6666666666666667,1.0,0.82,0.9236334915818913,0.8640000000000001,0.2,0.0,0.0,0.7520037910713044,0.0,0.5
user_5,prop_52,0.3083368123289541,0,0.0,0.2857142857142857,0.19999999999999996,0.74,0.7220189587716063,0.8640000000000001,0.2,0.0,0.0,0.32228733903055906,0.0,0.5
user_5,prop_67,0.42371950657007806,0,0.5,0.22857142857142854,0.0,0.9199999999999999,0.9774088217319686,0.8640000000000001,0.2,0.5,0.0,0.2578298712244472,0.05,0.5
user_5,prop_6,0.6721153099667244,1,0.5,0.5333333333333333,1.0,0.9800000000000001,0.8199546729298166,0.8640000000000001,0.2,0.5,0.0,0.6016030328570436,0.05,0.5
user_5,prop_41,0.5214869526447425,0,0.0,1.0,1.0,0.76,0.7764735341968465,0.8640000000000001,0.2,0.0,0.0,0.8865203534638215,0.0,0.5
user_5,prop_55,0.46487180075930856,0,0.0,0.6666666666666667,1.0,0.6,0.7220189587716063,0.8640000000000001,0.2,0.0,0.0,0.7520037910713044,0.0,0.5
user_6,prop_20,0.4789273807345628,0,0.0,0.8,1.0,0.64,0.7509524161184398,0.95,0.2,0.0,0.0,0.8265580518011685,0.05,0.5
user_6,prop_16,0.448964796016924,0,0.0,0.6818181818181819,0.625,0.9199999999999999,0.9978439716109563,0.95,0.2,0.0,0.0,0.6599107519017389,0.0,0.5
user_6,prop_7,0.23625618648744404,0,0.0,0.5357142857142857,0.0,0.54,1.0165168742852366,0.95,0.2,0.0,0.0,0.518501305065652,0.0,1.0
user_6,prop_70,0.48594334035322095,0,0.0,0.8333333333333334,1.0,0.64,0.714138851624206,0.95,0.2,0.0,0.0,0.8065575856576808,0.05,0.5
user_6,prop_37,0.3063849646929483,0,0.0,0.4285714285714286,0.0,0.9400000000000001,0.8798129963733905,0.95,0.2,0.0,0.0,0.4148010440525215,0.05,0.5
user_6,prop_43,0.9440750563499855,1,1.0,1.0,1.0,0.9,1.0063422790788021,0.95,0.2,1.0,1.0,0.9678691027892169,0.0,1.0
user_6,prop_74,0.4709023736712877,0,0.0,0.8,1.0,0.82,0.764088502509945,0.95,0.2,0.0,0.0,0.8265580518011685,0.0,1.0
user_6,prop_12,0.2242009601074001,0,0.0,0.5357142857142857,0.0,0.64,0.9548438076933161,0.95,0.2,0.0,0.0,0.518501305065652,0.0,1.0
user_6,prop_30,0.876972344457256,1,1.0,0.8,1.0,0.6799999999999999,0.6596842761989657,0.95,0.2,1.0,1.0,0.8265580518011685,0.0,1.0
user_6,prop_34,0.5492505919206381,0,0.0,0.8,1.0,0.82,0.9236334915818913,0.95,0.2,0.0,0.0,0.8265580518011685,0.0,1.0
user_6,prop_33,0.8105055326618659,1,1.0,0.5333333333333333,0.625,0.86,1.0084157787807557,0.95,0.2,1.0,1.0,0.5510387012007789,0.05,1.0
user_6,prop_1,0.416663918913082,0,0.0,0.5333333333333333,0.625,0.8400000000000001,1.0281274586542841,0.95,0.2,0.0,0.0,0.5510387012007789,0.0,1.0
user_6,prop_36,0.579703522459854,1,0.0,0.8333333333333334,1.0,0.7,0.9651638088320625,0.95,0.2,0.0,0.0,0.8065575856576808,0.0,1.0
user_6,prop_17,0.3583170552988311,0,0.0,0.33333333333333337,0.25,0.9,0.8561517958551143,0.95,0.2,0.0,0.0,0.3443991882504869,0.0,1.0
user_6,prop_45,0.2953363635620739,0,0.0,0.5357142857142857,0.0,0.74,0.9844368669660623,0.95,0.2,0.0,0.0,0.518501305065652,0.05,1.0
user_6,prop_55,0.5583707442431963,1,0.0,0.8,1.0,0.6,0.7220189587716063,0.95,0.2,0.0,0.0,0.8265580518011685,0.0,0.5
user_6,prop_22,0.4278104970170649,0,0.0,0.8,1.0,0.76,0.5384272503221113,0.95,0.2,0.0,0.0,0.8265580518011685,0.0,1.0
user_6,prop_72,0.5916527698838852,1,0.0,0.8333333333333334,1.0,0.96,1.0165168742852366,0.95,0.2,0.0,0.0,0.8065575856576808,0.0,1.0
user_6,prop_25,0.25423534361052114,0,0.0,0.33333333333333337,0.0,0.9400000000000001,0.15019048322368794,0.95,0.2,0.0,0.0,0.32262303426307226,0.0,1.0
user_6,prop_50,0.6906477977224411,1,1.0,0.33333333333333337,0.25,0.82,0.9205599781297086,0.95,0.2,1.0,1.0,0.3443991882504869,0.0,1.0
user_6,prop_52,0.2678516610186334,0,0.0,0.5357142857142857,0.0,0.74,0.7220189587716063,0.95,0.2,0.0,0.0,0.518501305065652,0.0,1.0
user_6,prop_54,0.21993696911076718,0,0.0,0.4285714285714286,0.0,0.64,0.9750145535549487,0.95,0.2,0.0,0.0,0.4148010440525215,0.0,1.0
user_6,prop_60,0.7414240966391541,1,1.0,0.33333333333333337,0.25,0.8,0.864329334847894,0.95,0.2,1.0,1.0,0.3443991882504869,0.0,1.0
