review,sentiment,source
"a lot of noise in the first few nights, slamming doors and loud talking throughout the corridors which kept us awake at night.",negative,hrast
"a lot of noise in the hallway, which woke me up in the evenings.",negative,hrast
a lot of open space parking.,positive,hrast
a lot of options for breakfast.,positive,hrast
a lot of people in their rating think the rooms were very noisy.,negative,hrast
a lot of street noise.,negative,hrast
a lot of sunbeds broken.,negative,hrast
"a lot of traffic noise, i guess the problem is the little isolation of the windows.",negative,hrast
a lot to choose from and good quality - also possible to ala carte order.,positive,hrast
"a loud bar in front of our window, played very loud music till early morning.",negative,hrast
a lovely hotel with amazing views (we were on the 23rd floor) was amazing to wake up to this view.,positive,hrast
"a lovely old hotel with a long history, and with a fantastic inner courtyard with a glass roof, nicely decorated rooms and clean, comfortable beds.",positive,hrast
"a lovely, clean, well-designed room, a perfect bed.",positive,hrast
a magnificent view.,positive,hrast
a man came and tried to fix it but the ac still did not work.,negative,hrast
a man doing the night shifts at the front desk who didn't know english yelled for no reason.,negative,hrast
"a mini fridge would be nice, too.",negative,hrast
a mini-fridge in the room would also have been nice to keep your own drinks cool - would have added convenience even more.,negative,hrast
a mistake can happen but in this case we are talking about basic hygienic conditions and a deep rudeness from the manager.,negative,hrast
a modern and central room to visit naples.,positive,hrast
a more efficient elevator would be nice.,negative,hrast
a nauseating smell came from the bathroom.,negative,hrast
a negative was the discovery of a few ants in the room and a minor dirty spot on a pillowcase.,negative,hrast
"a nice ""courtyard animal"" (blatta orientalis) kept us company for 2 days in the room, pity it was not alive.",negative,hrast
a nice adjoining terrace.,positive,hrast
a nice and friendly staff that are happy to answer any question.,positive,hrast
a nice kid room with toys.,positive,hrast
a nice location close to the tunnel to the river.,positive,hrast
a nice private bathroom.,positive,hrast
a nice small and old hotel.,positive,hrast
a nice small and quiet garden without a view.,positive,hrast
a nice swimming pool with sea water.,positive,hrast
a nice view behind the window.,positive,hrast
"a nigaud trap with nice photos, everything is facade.",positive,hrast
a pass is given to have breakfast at the bar but the hotel staff does not communicate that it is something to drink and eat.,negative,hrast
a perfect hotel for a few days of city holidays.,positive,hrast
a perfect place to stay.,positive,hrast
a plane bathroom is better.,negative,hrast
a portable fan would have been appreciated.,negative,hrast
a private room with a bathroom at an affordable price.,positive,hrast
"a proper tent, window glass screened from outside would be useful.",negative,hrast
a querky hotel where it's name describes it well.,positive,hrast
a really disappointing elevator.,negative,hrast
"a really great location - easy walking to 'old town' salzburg, and 'off the road' which meant that the place was really nice and quiet.",positive,hrast
a really nice hotel and close to all the tourist center of naples location.,positive,hrast
"a really nice retro feel with good facilities, nice breakfast and really good location.",positive,hrast
a really nice view of the sea.,positive,hrast
a refrigerator with freezer in the room.,positive,hrast
"a room (110) that overlooks in a courtyard without sun, through a window of 50 cm * 100cm.",neutral,hrast
a room in a large apartment in a large block on a main road.,positive,hrast
a room without daylight.,negative,hrast
a rug by the bed could have been a bit more comforting.,negative,hrast
a safe and clean environment while offering a great array of breakfast treats.,positive,hrast
a school team stayed next to us they made too much noise.,negative,hrast
a separate room for children.,negative,hrast
a shelf in the shower would be useful.,neutral,hrast
a short walk from piazza bellini a great place to have a drink in the evening.,positive,hrast
"a short walk from the metro station, beach, and centre of poblenou with its many bars, shops and restaurants.",positive,hrast
a shower with no place to put anything.,negative,hrast
a simple but almost well run hotel.,positive,hrast
a simple swipe of the sponge would greatly improve the look of the shower and make the whole room look great.,neutral,hrast
"a small and clean room, very helpful staff.",positive,hrast
a small and dark entrance.,negative,hrast
"a small balcony, the door to it was difficult to open and it leaked when it rained.",negative,hrast
a small cozy garden to relax.,positive,hrast
"a small dining room with an unvaried and poor breakfast in terms of quantity,",negative,hrast
a small fridge is missing in the room.,negative,hrast
"a small fridge with a good selection of wine, beer and soft drinks.",positive,hrast
a small fridge would have been great too.,negative,hrast
a small fridge would have been nice.,negative,hrast
a small hook next to the sink would be great.,neutral,hrast
a small self-service bar for drink requests.,neutral,hrast
a small thing is the coving behind the bed meant it was rather uncomfortable to sit up on the bed.,negative,hrast
"a small thing: in our bathroom the fan ran permanently, that was a bit disturbing.",negative,hrast
a small traditional hotel located in a typical house not far from the center of salzburg but well connected by public transport.,positive,hrast
a small wardrobe would have been a plus.,negative,hrast
a small window overlooking the corrode.,neutral,hrast
a spa with a sauna and small pool.,neutral,hrast
a special mention for sonia at the front desk who kept me a bag i had forgotten in the lobby.,positive,hrast
"a special recommendation is the small ""living room"" on the ground floor with the most comfortable couch.",positive,hrast
a special thank you to nadia for her professionalism.,positive,hrast
a staff member stole some air pods from our room.,negative,hrast
a standard room with basic appliances.,positive,hrast
"a stone's throw from via toledo, excellent location.",positive,hrast
a strategic location.,positive,hrast
a successful stay all around.,positive,hrast
"a sufficient breakfast and a pleasant and pampering staff, thanks.",positive,hrast
a superb view of the 23rd floor.,positive,hrast
a teapot in the room would be an excellent option.,neutral,hrast
a tiny room.,negative,hrast
a tiny single room that you can hardly turn around in.,negative,hrast
a tiny tv.,negative,hrast
a toilet wedged in between a wall and the shower cubicle.,negative,hrast
a toilet wedged in between a wall.,negative,hrast
a totally cozy living room for sitting together in the evening.,positive,hrast
a variety of shops and cafes dot the area.,positive,hrast
a very clean 4 star hotel.,positive,hrast
"a very clean room and charming common areas (lobby, dining).",positive,hrast
"a very clean,designed hotel.",positive,hrast
a very comfortable and fresh room for a very low price.,positive,hrast
"a very comfortable stay, with spacious and clean rooms.",positive,hrast
a very functional location but not very warm.,neutral,hrast
"a very grumpy man at reception, who was extremely unhelpful and unwelcoming.",negative,hrast
a very lovely well located location.,positive,hrast
"a very narrow bathroom, a 200% italian tv and only that.",negative,hrast
a very nice balcony and a very nice area full of restaurants although quiet.,positive,hrast
a very nice hotel with a car park.,positive,hrast
a very nice hotel with really nice and helpful staff.,positive,hrast
a very nice hotel.,positive,hrast
a very nice place - i can recommend.,positive,hrast
a very noisy street passes under the window (cars drive all night).,negative,hrast
"a very old building, very poorly maintained with a huge and old door, inside, a large stone atrium, dark and dirty, from the top some light came in, we could see the walls of the building very poorly maintained, dirty and there were electrical wires susceptible to fire danger, there is also a very old elevator, very unreliable even dangerous, it was scary, we went up several times on foot to avoid walking on it, dark stones and stairs.",negative,hrast
a very respectable breakfast in italian terms.,positive,hrast
a very rich breakfast.,positive,hrast
a very rude member of staff checked us in.,negative,hrast
a very rude person came and opened the door would have gladly given up half an hour on the streets of salzburg in the middle of the night.,negative,hrast
a very short walk from the airport bus too.,positive,hrast
a very small room where we could barely move around with the sofa bed open.,negative,hrast
"a very soft and comfortable bed, curtains well block the light from the street, there was hot water and all the necessary hygiene products.",positive,hrast
"a very sylicious hotel, everything very clean and practical.",positive,hrast
"a very varied breakfast, above average.",positive,hrast
a warm and very professional welcome.,positive,hrast
a waterboiler would be nice.,neutral,hrast
a window to the middle of a mini well with dim daylight.,neutral,hrast
a wonderful room.,positive,hrast
a young couple checking in just before us was maltreated to the point that the girl had tears in her eyes.,negative,hrast
"a young girl, night staff who was ever so helpful and polite.",positive,hrast
a/c broke.,negative,hrast
a/c couldn’t be set any lower than 19 degrees.,negative,hrast
a/c did not work efficiently and was quite hot all the time in the room.,negative,hrast
a/c didn’t work very well.,negative,hrast
a/c didn’t work.,negative,hrast
a/c in our room didn’t work properly and shower was leaking resulting on a big puddle on the floor.,negative,hrast
a/c should be reviewed but the rest of the services are ok.,neutral,hrast
a/c unit was a portable one so the window leading to a patio had to remain open.,neutral,hrast
a/c working and not very noisy!,positive,hrast
"about 7 km from the centre, can be reached with a bicycle (you can rent it at the reception).",positive,hrast
about too expensive overall.,negative,hrast
above average friendly staff and very good breakfast.,positive,hrast
"above the bed there was a small lamp that you could turn, the dust was immediately splashed on the bed.",negative,hrast
absolute disappointment! the hotel is really not clean from the reception and the entrance of the rooms we can see it.,negative,hrast
"absolutely amazing breakfast - very fresh, wide variety.",positive,hrast
"absolutely clean rooms, very morden furniture, lovely people at reception, hotel is just awesome.",positive,hrast
absolutely fabulous location.,positive,hrast
absolutely friendly reception.,positive,hrast
absolutely loved my stay at the mirror hotel so clean and really friendly staff also a very good breakfast.,positive,hrast
"absolutely nothing, filthy room with cockroaches, damp on every wall, blackhairs in bed, shower hanging off the wall and blocked drain so bathroom flooded, last two nights no sleep whatsoever as people drinking and arguing all through the night, worst place i've ever stopped in and i have stopped in some dives, avoid , avoid , avoid at all costs.",negative,hrast
absolutely soundproofed rooms.,positive,hrast
absolutely unique location.,positive,hrast
absolutely wonderful view.,positive,hrast
abundant and good quality breakfast!,positive,hrast
abundant and more than sufficient breakfast.,positive,hrast
abundant and varied breakfast buffet.,positive,hrast
abundant breakfast.,positive,hrast
ac could have been better.,negative,hrast
ac didn't seem to work.,negative,hrast
ac excellent.,positive,hrast
"ac sometimes worked, sometimes didn't.",neutral,hrast
ac was also not working properly.,negative,hrast
ac was amazing too.,positive,hrast
ac was brocken.,negative,hrast
ac was leaking.,negative,hrast
ac was limited.,negative,hrast
ac was not working properly in the room.,negative,hrast
ac worked very well.,positive,hrast
"ac works through central system, first night was cold and they offered me to change the room instead of turning on ac.",negative,hrast
access is secured by 3 codes: no one at the reception in the afternoon.,negative,hrast
access to bars and cafes was excellent.,positive,hrast
access to bicycles was a wonderful addition.,positive,hrast
access to copenhagen was just 2 train stops away.,positive,hrast
"access to the elevator and the room only with pin, there is no key or card anymore.",neutral,hrast
access to the house possibly only with key and no reference to reception on the 3rd floor.,neutral,hrast
access to the parking should be included in the price requested.,negative,hrast
access to the pool and sunbeds had to be booked in advance.,negative,hrast
access to the property via fantastic codes!,negative,hrast
access to the second floor with an uncomfortable and paid elevator.,negative,hrast
access via a bell button (marked with number).,neutral,hrast
"accessibility to the hotel, it is difficult to find the hotel.",negative,hrast
accommodation location near the center.,positive,hrast
"accommodation was basic, but clean.",neutral,hrast
accommodation was clean and newly renovated.,positive,hrast
accommodation was spotlessly clean.,positive,hrast
accommodations in salzburg in general are quite expensive.,negative,hrast
"according the standard of four star hotel it seemed a bit under its stand as the carpet is dirty and old, breakfast also is not good value for money.",negative,hrast
across the street from local train station and walking distance from shops.,positive,hrast
"actually i don't know why they offer them, to me it would be better just to offer a good italian breakfast instead.",negative,hrast
"actually no breakfast, was deceiving, only coffee and corroisant at another coffee shop.",negative,hrast
additional fees for early (before 15:00) check in.,negative,hrast
adjacent to the convenient parking.,positive,hrast
"adorable, with all the comforts available, the room was spotless.",positive,hrast
advertise as rooms being cleaned every day but in actual fact you have to ask for your room to be cleaned.,negative,hrast
advertised a balcony but it was 1 1/2 feet wide.,negative,hrast
aesthetically everything was very nice and comfortable.,positive,hrast
"aesthetically pleasing, unique style and great customer service.",positive,hrast
affiliated bar far from the accommodation.,negative,hrast
affordable and very comfortable beds.,positive,hrast
"affordable price, super location, comfort and convenience.",positive,hrast
"after 3 calls to the staff, nobody did anything to make them stop apart from knocking on their door.",negative,hrast
"after a full day trip, room was not cleaned in the evening.",negative,hrast
"after an extremely stressful day at the airport, this was quite an unpleasant experience.",negative,hrast
after being offended that we dared to ask for a refund we were dismissed without getting the money back from the facility.,negative,hrast
"after calling the person in charge who confirmed us that we were in the right place, we went up still a little suspicious.",neutral,hrast
"after complaining about the room we immediately got another & larger room, so that we at least stayed there one night and did not leave.",positive,hrast
after each shower you need to remove the water with a sqeegee and open the door to remove the damp.,neutral,hrast
after reading the reviews for the property i was a little worried however i was so pleased with our stay!! from the moment we arrived the staff were so friendly giving us lots of recommendations and advice.,positive,hrast
after seeing the room you understand immediately where the hotel's name comes from.,neutral,hrast
"after several phone calls and dispatches, a neighbor opened my door after an hour of waiting.",negative,hrast
"after several times at the accommodation, there had always been very comfortable beds, but this time was not the case.",negative,hrast
"after staying in smaller b&bs it was a little sad to be confronted with a mini-bar / snacks that had to be paid for, with a kettle instead of an espresso machine.",negative,hrast
after the first night we had to ask for towels because they were missing and one day the cleaning of the room was not impeccable!,negative,hrast
after the room was cleaned the used towels were removed and the clean ones were not left.,negative,hrast
"after the shower you will need to wipe out the water on the floor using a small wiper, that is ridiculous.",negative,hrast
after three days they still haven't returned the 200 euro deposit.,negative,hrast
"after using, the whole bathroom is flooded.",negative,hrast
"after you found out where the hotel is, it seems that it was difficult to pass by.",negative,hrast
"again, good wifi would help a lot!",negative,hrast
aged rooms.,negative,hrast
"aging bathroom, shower head only in height and broken (repaired at our request), persistent bad smell, tiny shower cabin.",negative,hrast
agreed breakfast at the side of the building.,positive,hrast
aid 100€ as a deposit which is supposed to be returned once checking out.,negative,hrast
air con really good.,positive,hrast
"air condition can't to control, all night too cooling.",negative,hrast
air condition in room oldschool - no visuals mirror in bathroom broken safe didnt work.,negative,hrast
air condition in the room was very good.,negative,hrast
air condition not powerfull enough.,negative,hrast
air condition was excellent and facilities were also great too.,positive,hrast
air condition wasn't great.,negative,hrast
air condition worked well.,positive,hrast
air conditioner broken.,negative,hrast
air conditioner that leaks on the electric panel.,negative,hrast
air conditioner was not working.,negative,hrast
"air conditioner, tv, phone, wifi all included and working.",positive,hrast
air conditioning did not work sometimes,negative,hrast
"air conditioning didn't work at all which wouldn't be a problem if we could open the window, but that's not possible.",negative,hrast
air conditioning didn't work when the outside temperature was over 30 degrees.,negative,hrast
air conditioning difficult to adjust.,negative,hrast
air conditioning helped a lot during the stay.,positive,hrast
"air conditioning in my room was broken, tv also found no signal from the channels.",negative,hrast
air conditioning in the room defective.,negative,hrast
air conditioning is a run down blower.,negative,hrast
"air conditioning is kind of tricky, it wasnt possible to turn it off without turning off the electricity in the room.",negative,hrast
air conditioning isn't modern thus it takes some time for the temperature to reach the goal.,negative,hrast
"air conditioning loud and barely adjustable, room heated up without it but quickly.",negative,hrast
air conditioning management difficult.,negative,hrast
"air conditioning on a timer, switched off in the middle of the night.",negative,hrast
air conditioning poor.,negative,hrast
air conditioning should be reviewed.,negative,hrast
air conditioning struggling to cool the room.,negative,hrast
air conditioning system didn't work well.,negative,hrast
air conditioning that can not be adjusted.,negative,hrast
"air conditioning was always on run by a central system, so it was slightly cold at night.",negative,hrast
air conditioning was missing.,negative,hrast
air conditioning was terrible and made sleeping really uncomfortable.,negative,hrast
air conditioning was very weak in room.,negative,hrast
air conditioning wasn’t as strong as it needed to be.,negative,hrast
air conditioning wasn’t great and had trouble flushing toilet.,negative,hrast
air conditioning worked well which is a must.,positive,hrast
air conditioning worked well.,positive,hrast
air conditioning would be useful.,negative,hrast
air conditioning would have been appreciated.,negative,hrast
air conditioning's not good.,negative,hrast
aircon wasn't cold enough.,negative,hrast
aircondition a bit loud.,negative,hrast
aircondition and free wi-fi.,positive,hrast
air-condition was very poor.,negative,hrast
aircondition working way to loud.,negative,hrast
"air-conditioner didn't work at all, hotel did not offer any compensation.",negative,hrast
air-conditioning wasn't great but i think that was because of enforced energy saving.,neutral,hrast
airconditioning works quite well.,positive,hrast
al the staff was very pleasant and helpful.,positive,hrast
